NUMERO_DE_,PENE,PFEB,PMAR,PABR,PMAY,PJUN,PJUL,PAGO,PSEP,POCT,PNOV,PDIC,PANNUAL
00002124,51.20,45.90,50.60,16.20,3.50,1.70,2.90,148.20,4.10,12.80,25.80,35.30,398.20
00002137,8.10,8.20,7.80,3.40,0.00,0.70,2.60,7.50,8.70,2.50,2.00,10.40,61.90
00002141,8.20,8.10,8.70,2.40,2.40,0.10,4.80,7.50,4.70,3.30,1.80,10.10,62.10
00002145,8.00,5.30,6.40,2.80,1.60,1.40,4.80,5.70,6.90,6.00,2.20,10.80,61.90
00002146,5.30,11.00,4.30,1.80,0.30,1.20,27.00,49.70,19.60,6.30,1.70,14.00,142.20
00002151,3.90,6.90,3.30,1.40,0.70,0.00,0.90,16.30,8.40,10.50,5.20,13.70,71.20
00002153,54.90,80.50,66.60,22.00,8.20,2.10,1.80,3.70,8.00,9.30,22.20,38.70,318.00
00002154,1.70,8.90,0.80,0.40,0.10,0.00,3.50,9.50,7.30,5.70,0.70,10.10,48.70
00002156,32.50,52.70,52.50,11.10,2.00,0.80,0.60,2.20,2.70,5.60,9.10,29.00,200.80
00003002,14.50,16.40,10.30,1.10,1.50,0.10,0.40,2.10,7.30,12.40,5.30,12.80,84.20
00003003,11.80,3.20,0.20,0.50,1.80,0.00,13.60,54.50,77.00,43.00,38.80,16.80,261.20
00003004,16.00,6.60,4.00,0.70,0.10,0.00,13.20,33.70,22.40,8.00,4.50,14.10,123.30
00003005,12.20,2.00,0.20,0.60,0.20,0.00,13.00,59.20,83.70,37.20,17.50,18.90,244.70
00003006,16.90,8.80,4.70,0.40,0.10,0.30,2.90,19.10,10.30,5.50,8.60,21.50,99.10
00003007,21.70,4.30,1.20,1.90,1.10,1.50,69.40,143.20,199.50,59.80,25.90,15.70,545.20
00003008,22.40,15.30,5.80,0.80,0.40,0.20,19.70,48.00,32.40,15.00,10.70,30.50,201.20
00003009,16.30,11.10,3.10,0.50,0.60,1.00,27.20,65.30,64.80,13.80,6.20,18.50,228.40
00003011,15.60,5.60,2.10,0.30,1.70,1.60,20.90,57.10,68.80,23.10,10.10,13.80,220.70
00003012,22.40,7.70,3.30,0.10,0.60,2.10,33.00,65.70,52.30,13.40,7.00,20.60,228.20
00003013,18.60,8.20,2.30,0.90,0.60,0.30,17.60,52.60,48.30,13.90,5.90,11.30,180.50
00003014,19.20,5.40,1.80,2.60,0.10,0.00,3.60,20.90,18.40,6.10,5.80,17.80,101.70
00003015,15.00,2.40,1.20,0.00,0.70,3.90,5.80,17.10,31.40,9.50,9.00,9.60,105.60
00003016,17.40,3.50,1.30,0.10,0.00,0.10,14.10,24.70,27.40,9.50,8.90,16.60,123.60
