Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCIENEGA,Ficus benjamina,C11-3-403,7.79,31.5,6,6.9,0.58
CUCIENEGA,Ficus benjamina,C11-3-404,5.84,27.3,5.8,6.2,0.18
CUCIENEGA,Ficus benjamina,C11-3-405,6.16,28,6.1,6.1,0.31
CUCIENEGA,Ficus benjamina,C11-3-406,7.45,30.8,5.5,6.1,0.25
CUCIENEGA,Casuarina equisetifolia,C11-3-407,31.77,63.6,21.1,13.5,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-408,23.27,54.4,17.5,10.2,0.49
CUCIENEGA,Casuarina equisetifolia,C11-3-409,7.16,30.2,16.2,8.1,0.76
CUCIENEGA,Ficus benjamina,C11-3-41,4.65,24.3,3.6,2.8,0.59
CUCIENEGA,Casuarina equisetifolia,C11-3-410,2.35,17.3,14.4,3.2,0.6
CUCIENEGA,Casuarina equisetifolia,C11-3-411,20.19,50.7,18.5,14.9,0.66
CUCIENEGA,Casuarina equisetifolia,C11-3-412,33.8,65.6,20.6,12.2,0.79
CUCIENEGA,Casuarina equisetifolia,C11-3-413,7.16,30.2,2.4,2.2,0.41
CUCIENEGA,Casuarina equisetifolia,C11-3-414,12.57,40,15,9.6,0.73
CUCIENEGA,Grevillea robusta,C11-3-415,9.24,34.3,11.4,7.4,0.59
CUCIENEGA,Casuarina equisetifolia,C11-3-416,18.93,49.1,12,9.4,0.46
CUCIENEGA,Ficus benjamina,C11-3-417,9.68,35.1,4.9,6.5,0.38
CUCIENEGA,Casuarina equisetifolia,C11-3-418,27.9,59.6,20.6,13.9,0.41
CUCIENEGA,Casuarina equisetifolia,C11-3-419,7.99,31.9,10.6,7,0.29
CUCIENEGA,Ficus benjamina,C11-3-42,6.2,28.1,3.6,3.4,0.46
CUCIENEGA,Casuarina equisetifolia,C11-3-420,15.18,44,14.2,11.8,0.69
CUCIENEGA,Casuarina equisetifolia,C11-3-421,17.72,47.5,16.6,10.1,0.57
CUCIENEGA,Ficus benjamina,C11-3-422,8.92,33.7,7.2,8,0.16
CUCIENEGA,Ficus benjamina,C11-3-423,18.58,48.6,5.8,7.5,0.16
CUCIENEGA,Ficus benjamina,C11-3-424,10.75,37,5.4,7.8,0.58
CUCIENEGA,Casuarina equisetifolia,C11-3-425,21.07,51.8,22.9,12.2,0
CUCIENEGA,Ficus microcarpa,C11-3-426,8.6,33.1,6.8,8.8,0.52
CUCIENEGA,Jacaranda mimosifolia,C11-3-427,9.9,35.5,10.5,8.6,0.49
CUCIENEGA,Ficus benjamina,C11-3-428,5.11,25.5,4.6,5.4,0.37
CUCIENEGA,Ficus benjamina,C11-3-429,10.04,35.8,4.9,7.1,0.62
CUCIENEGA,Casuarina equisetifolia,C11-3-43,14.73,43.3,13.3,7.2,0.52
CUCIENEGA,Ficus benjamina,C11-3-430,9.51,34.8,5.3,6.8,0.37
CUCIENEGA,Ficus benjamina,C11-3-431,12.38,39.7,4.1,4.8,0.69
CUCIENEGA,Eucalyptus camaldulensis,C11-3-432,0.79,10,6.3,3.1,0
CUCIENEGA,Cupressus macrocarpa,C11-3-433,0.29,6.1,3.1,1.8,0.45
CUCIENEGA,Eucalyptus camaldulensis,C11-3-434,3.63,21.5,13.2,4.8,0.63
CUCIENEGA,Eucalyptus camaldulensis,C11-3-435,3.5,21.1,11,2.5,0.81
CUCIENEGA,Eucalyptus camaldulensis,C11-3-436,11.04,37.5,13.8,9.4,0.49
CUCIENEGA,Eucalyptus camaldulensis,C11-3-437,4.75,24.6,13.6,7.1,0.17
CUCIENEGA,Eucalyptus camaldulensis,C11-3-438,8.76,33.4,10.4,4.3,0.59
CUCIENEGA,Eucalyptus camaldulensis,C11-3-439,2.14,16.5,9.6,5.3,0.7
CUCIENEGA,Dypsis lutescens,C11-3-44,0.26,5.7,2.4,2.6,0.27
CUCIENEGA,Eucalyptus camaldulensis,C11-3-440,9.29,34.4,6.8,5.7,0.62
CUCIENEGA,Eucalyptus camaldulensis,C11-3-441,14.25,42.6,14.6,6.6,0.51
CUCIENEGA,Eucalyptus camaldulensis,C11-3-442,18.4,48.4,13.1,7.7,0.83
CUCIENEGA,Eucalyptus camaldulensis,C11-3-443,7.79,31.5,17.6,8.4,0.48
CUCIENEGA,Eucalyptus camaldulensis,C11-3-444,8.6,33.1,16.3,8.1,0.66
CUCIENEGA,Eucalyptus camaldulensis,C11-3-445,10.73,37,14.5,6.8,0.46
CUCIENEGA,Eucalyptus camaldulensis,C11-3-446,1.11,11.9,6.5,3.9,0.38
CUCIENEGA,Dypsis lutescens,C11-3-45,0.26,5.7,3.3,3.2,0.6
CUCIENEGA,Ficus benjamina,C11-3-46,5.88,27.4,4.3,3.5,0.61
CUCIENEGA,Ficus benjamina,C11-3-47,5.4,26.2,4.3,3.6,0.57
CUCIENEGA,Ficus benjamina,C11-3-48,4.17,23,3.6,3,0.57
CUCIENEGA,Ficus benjamina,C11-3-49,4.05,22.7,1.9,3,0.57
CUCIENEGA,Ficus benjamina,C11-3-50,4.12,22.9,3.2,3.2,0.42
CUCIENEGA,Ficus benjamina,C11-3-51,4.61,24.2,3.4,2.9,0.54
CUCIENEGA,Ficus benjamina,C11-3-52,6.22,28.1,3.4,2.9,0.49
CUCIENEGA,Jacaranda mimosifolia,C11-3-53,3.54,21.2,7,6.1,0.61
CUCIENEGA,Arecastrum romanzoffianum,C11-3-54,2.46,17.7,4.6,3.4,0.33
CUCIENEGA,Grevillea robusta,C11-3-55,7.21,30.3,6.5,6,0.18
CUCIENEGA,Grevillea robusta,C11-3-56,2.87,19.1,5.6,4.7,0
CUCIENEGA,Bucida buceras,C11-3-57,0.88,10.6,6.4,3.8,0.23
CUCIENEGA,Bucida buceras,C11-3-58,0.28,6,3.1,2.2,0.41
CUCIENEGA,Grevillea robusta,C11-3-59,4.3,23.4,6.4,6.3,0.58
CUCIENEGA,Ficus benjamina,C11-3-6,6.47,28.7,4.8,4.6,0.29
CUCIENEGA,Ficus benjamina,C11-3-60,2.04,16.1,4,3.1,0.35
CUCIENEGA,Ficus benjamina,C11-3-61,0.23,5.4,3.8,1.8,0.54
CUCIENEGA,Phoenix roebellinii,C11-3-62,2.69,18.5,1.6,2.1,0.42
CUCIENEGA,Bucida buceras,C11-3-63,2.22,16.8,6,6.4,0.38
CUCIENEGA,Bucida buceras,C11-3-64,1.06,11.6,5.1,4.8,0.28
CUCIENEGA,Ficus benjamina,C11-3-65,0.72,9.6,2.2,2.5,0.47
CUCIENEGA,Casuarina equisetifolia,C11-3-66,7.65,31.2,9.8,11.1,0.26
CUCIENEGA,Bucida buceras,C11-3-67,0.61,8.8,3.6,4.3,0.21
CUCIENEGA,Bucida buceras,C11-3-68,0.35,6.7,5.4,2.9,0.36
CUCIENEGA,Bucida buceras,C11-3-69,1.58,14.2,9.1,5.9,0.75
CUCIENEGA,Arecastrum romanzoffianum,C11-3-7,4.08,22.8,3.6,4.9,0.5
CUCIENEGA,Bucida buceras,C11-3-70,0.86,10.5,5,4,0.51
CUCIENEGA,Bucida buceras,C11-3-71,0.41,7.2,3.9,3.3,0.65
CUCIENEGA,Cupressus macrocarpa,C11-3-72,1.24,12.5,8.1,2.5,0.47
CUCIENEGA,Cupressus macrocarpa,C11-3-73,0.95,11,7.5,2.3,0.48
CUCIENEGA,Cupressus macrocarpa,C11-3-74,1.56,14.1,6.6,2.5,0.38
CUCIENEGA,Cupressus macrocarpa,C11-3-75,1.43,13.5,8.9,1.9,0.53
CUCIENEGA,Cupressus macrocarpa,C11-3-76,1.82,15.2,8.8,2,0.43
CUCIENEGA,Cupressus macrocarpa,C11-3-77,1.23,12.5,7.5,2,0.43
CUCIENEGA,Bucida buceras,C11-3-78,0.62,8.9,3.1,5.1,0.33
CUCIENEGA,Bucida buceras,C11-3-79,0.61,8.8,4,3.6,0.45
CUCIENEGA,Arecastrum romanzoffianum,C11-3-8,3.37,20.7,4.2,3.8,0.56
CUCIENEGA,Arecastrum romanzoffianum,C11-3-80,0.32,6.4,,2.2,0.61
CUCIENEGA,Arecastrum romanzoffianum,C11-3-81,1.72,14.8,2.6,2.1,0.73
CUCIENEGA,Arecastrum romanzoffianum,C11-3-82,1.61,14.3,3.1,2.6,0.46
CUCIENEGA,Arecastrum romanzoffianum,C11-3-83,1.43,13.5,2.8,2.8,0.5
CUCIENEGA,Arecastrum romanzoffianum,C11-3-84,1.7,14.7,2.6,2.3,0.48
CUCIENEGA,Bucida buceras,C11-3-85,0.38,7,2.2,3.2,0.6
CUCIENEGA,Arecastrum romanzoffianum,C11-3-86,1.54,14,2.9,3,0.43
CUCIENEGA,Bucida buceras,C11-3-87,0.62,8.9,3.6,3.9,0.48
CUCIENEGA,Bucida buceras,C11-3-88,0.64,9,3.7,5.2,0.38
CUCIENEGA,Bucida buceras,C11-3-89,0.66,9.2,5.9,4.1,0.67
CUCIENEGA,Ficus benjamina f. variegata,C11-3-9,1.27,12.7,4,3.2,0.66
CUCIENEGA,Arecastrum romanzoffianum,C11-3-90,0.9,10.7,1.9,1.9,0.44
CUCIENEGA,Arecastrum romanzoffianum,C11-3-91,0.45,7.6,1.5,0.8,0.87
CUCIENEGA,Arecastrum romanzoffianum,C11-3-92,1.09,11.8,1.6,2.1,0.56
CUCIENEGA,Arecastrum romanzoffianum,C11-3-93,1.31,12.9,1.8,1.5,0.82
CUCIENEGA,Arecastrum romanzoffianum,C11-3-94,1.61,14.3,2.6,1.3,0.85
CUCIENEGA,Arecastrum romanzoffianum,C11-3-95,0.75,9.8,1.9,1.3,0.62
CUCIENEGA,Arecastrum romanzoffianum,C11-3-96,1.19,12.3,2.2,1.9,0.59
CUCIENEGA,Arecastrum romanzoffianum,C11-3-97,1.25,12.6,2.3,1.7,0.61
CUCIENEGA,Arecastrum romanzoffianum,C11-3-98,1.31,12.9,2.2,1.8,0.66
CUCIENEGA,Arecastrum romanzoffianum,C11-3-99,1.54,14,2.4,1.9,0.59
CUALTOS,Acacia farnesiana,C8-1-1,0.79,10,3.5,5.4,0.62
CUALTOS,Casimiroa edulis,C8-1-10,17.35,47,12.1,11.3,0.47
CUALTOS,Casimiroa edulis,C8-1-11,15.55,44.5,7.3,6.3,0.47
CUALTOS,Casimiroa edulis,C8-1-12,17.35,47,11.6,12.5,0.25
CUALTOS,Casimiroa edulis,C8-1-13,4.91,25,1.6,6.3,0.8
CUALTOS,Prosopis laevigata,C8-1-14,0.72,9.6,3.1,2.8,0.26
CUALTOS,Prosopis laevigata,C8-1-15,0.28,6,3.2,2.8,0.44
CUALTOS,Prosopis laevigata,C8-1-16,3.82,22,5.7,5.2,0.45
CUALTOS,Prosopis laevigata,C8-1-17,0.6,8.7,3.7,2.9,0.44
CUALTOS,Prosopis laevigata,C8-1-18,0.94,11,2.9,2.8,0.26
CUALTOS,Casimiroa edulis,C8-1-19,0.36,6.8,3.3,2.2,0.49
CUALTOS,Prosopis laevigata,C8-1-2,3.2,20.2,5,3.2,0.47
CUALTOS,Prosopis laevigata,C8-1-20,4.39,23.6,5,5.6,0.32
CUALTOS,Prosopis laevigata,C8-1-21,0.5,8,3.3,2.7,0.37
CUALTOS,Acacia farnesiana,C8-1-22,0.22,5.3,3.1,2.5,0.38
CUALTOS,Salix humboltdiana,C8-1-23,2.16,16.6,6.5,4.7,0.91
CUALTOS,Acacia farnesiana,C8-1-24,0.79,10,3,5,0.46
CUALTOS,Prosopis laevigata,C8-1-25,0.98,11.2,3.4,3.9,0.52
CUALTOS,Salix humboltdiana,C8-1-26,6.64,29.1,12.9,8,0.37
CUALTOS,Salix humboltdiana,C8-1-27,36.32,68,16.1,19.2,0.85
CUALTOS,Quercus resinosa,C8-1-28,18.86,49,14.4,10.2,0.64
CUALTOS,Quercus resinosa,C8-1-29,16.98,46.5,16.7,10.4,0.36
CUALTOS,Prosopis laevigata,C8-1-3,3.66,21.6,4.9,4.5,0.29
CUALTOS,Prosopis laevigata,C8-1-30,1.52,13.9,4.6,3.5,0.24
CUALTOS,Casimiroa edulis,C8-1-4,0.87,10.5,3.9,2.5,0.28
CUALTOS,Casimiroa edulis,C8-1-5,6.94,29.7,5,5.2,0.77
CUALTOS,Casimiroa edulis,C8-1-6,22.82,53.9,9.1,12.6,0.68
CUALTOS,Casimiroa edulis,C8-1-7,18.47,48.5,11,13.5,0.7
CUALTOS,Casimiroa edulis,C8-1-8,21.58,52.4,7.9,8.3,0.68
CUALTOS,Prosopis laevigata,C8-1-9,43.57,74.5,11.6,14.2,0.75
CUALTOS,Quercus resinosa,C8-2-100,2.41,17.5,5.6,3.3,0.55
CUALTOS,Acacia pennatula,C8-2-1000,2.4,17.5,3.7,4.2,0.46
CUALTOS,Acacia farnesiana,C8-2-1001,20.1,50.6,8.8,11.3,0.63
CUALTOS,Lippia umbellata,C8-2-1002,15.32,44.2,8.6,10.2,0.51
CUALTOS,Lippia umbellata,C8-2-1003,6.22,28.1,7.2,5.6,0.74
CUALTOS,Lippia umbellata,C8-2-1004,1.43,13.5,3.6,4.1,0.37
CUALTOS,Acacia pennatula,C8-2-1005,3.73,21.8,5.4,5.5,0
CUALTOS,Acacia pennatula,C8-2-1006,6.16,28,6.5,7.1,0.42
CUALTOS,Lippia umbellata,C8-2-1007,1.31,12.9,4.7,5,0.69
CUALTOS,Acacia pennatula,C8-2-1008,1.06,11.6,3.9,3.7,0.49
CUALTOS,Eysenhardtia polystachya,C8-2-1009,0.74,9.7,2,1.9,0.44
CUALTOS,Quercus resinosa,C8-2-101,1.37,13.2,7.6,2.8,0.44
CUALTOS,Acacia pennatula,C8-2-1010,0.49,7.9,3.5,3.1,0.67
CUALTOS,Acacia pennatula,C8-2-1011,17.13,46.7,10.7,13.5,0.39
CUALTOS,Quercus resinosa,C8-2-1012,9.13,34.1,9.1,7,0.75
CUALTOS,Quercus resinosa,C8-2-1013,5.23,25.8,5.4,4.7,0.35
CUALTOS,Quercus resinosa,C8-2-1014,0.95,11,4.1,4.3,0.21
CUALTOS,Acacia farnesiana,C8-2-1015,0.68,9.3,2.5,5.2,0.27
CUALTOS,Acacia farnesiana,C8-2-1016,1.4,13.4,4.7,5.1,0
CUALTOS,Acacia pennatula,C8-2-1017,1.96,15.8,3.3,5.2,0.33
CUALTOS,Acacia farnesiana,C8-2-1018,0.86,10.5,2.5,4.3,0.53
CUALTOS,Acacia farnesiana,C8-2-1019,1.35,13.1,3.1,6.1,0.51
CUALTOS,Quercus resinosa,C8-2-102,1.58,14.2,5.7,3,0.73
CUALTOS,Acacia farnesiana,C8-2-1020,39.12,70.6,15.3,13.2,0.64
CUALTOS,Fraxinus uhdei,C8-2-1021,1.09,11.8,5.1,3.6,0.86
CUALTOS,Quercus resinosa,C8-2-1022,2.87,19.1,8,5,0.74
CUALTOS,Quercus resinosa,C8-2-1023,7.16,30.2,10.6,6.8,0.69
CUALTOS,Pinus devoniana,C8-2-1024,5.73,27,11.8,7.2,0.6
CUALTOS,Pinus devoniana,C8-2-1025,2.46,17.7,8.4,3.8,0.48
CUALTOS,Quercus resinosa,C8-2-1026,0.79,10,7.1,2.6,0.91
CUALTOS,Quercus resinosa,C8-2-1027,1.37,13.2,7.8,2.9,0.44
CUALTOS,Quercus resinosa,C8-2-1028,1.54,14,8.8,3.4,0.67
CUALTOS,Quercus resinosa,C8-2-1029,1.54,14,7.4,1.8,0.82
CUALTOS,Quercus resinosa,C8-2-103,2.32,17.2,7.9,3.5,0.33
CUALTOS,Quercus resinosa,C8-2-1030,1.99,15.9,9.3,3.9,0.74
CUALTOS,Quercus resinosa,C8-2-1031,4.19,23.1,8.7,6,0.74
CUALTOS,Quercus resinosa,C8-2-1032,4.68,24.4,9.8,7.1,0.36
CUALTOS,Pinus devoniana,C8-2-1033,4.05,22.7,9.4,5.6,0.41
CUALTOS,Quercus resinosa,C8-2-1034,0.57,8.5,5.7,4.8,0.51
CUALTOS,Melia azederach,C8-2-1035,0.41,7.2,2.9,1.8,0.45
CUALTOS,Quercus resinosa,C8-2-1036,2.91,19.2,8.6,5,0.75
CUALTOS,Quercus resinosa,C8-2-1037,1.81,15.2,8.2,5.1,0.38
CUALTOS,Pinus devoniana,C8-2-1038,1.61,14.3,9.6,4.4,0.53
CUALTOS,Quercus resinosa,C8-2-1039,7.47,30.8,9.2,8.5,0.44
CUALTOS,Quercus resinosa,C8-2-104,5.35,26.1,11.1,4.6,0.57
CUALTOS,Quercus resinosa,C8-2-1040,7.12,30.1,12.1,8.8,0.41
CUALTOS,Pinus devoniana,C8-2-1041,4.41,23.7,9.7,5.3,0.27
CUALTOS,Quercus resinosa,C8-2-1042,3.87,22.2,7.9,6,0.7
CUALTOS,Quercus resinosa,C8-2-1043,4.91,25,10,6.3,0.52
CUALTOS,Pinus devoniana,C8-2-1044,1.13,12,7.9,2.6,0.46
CUALTOS,Quercus resinosa,C8-2-1045,1.54,14,7.3,3,0.7
CUALTOS,Quercus resinosa,C8-2-1046,4.56,24.1,8.8,4.4,0.65
CUALTOS,Quercus resinosa,C8-2-1047,7.74,31.4,9.5,7.6,0.71
CUALTOS,Quercus resinosa,C8-2-1048,1.84,15.3,9.2,3.4,0.33
CUALTOS,Quercus resinosa,C8-2-1049,2.27,17,7.8,5.7,0
CUALTOS,Quercus resinosa,C8-2-105,2.72,18.6,5.9,3,0.62
CUALTOS,Pinus devoniana,C8-2-1050,3.98,22.5,11.2,5.6,0.44
CUALTOS,Quercus resinosa,C8-2-1051,5.81,27.2,7.6,7.8,0.35
CUALTOS,Pinus devoniana,C8-2-1052,0.26,5.8,3.6,4.4,0.67
CUALTOS,Acacia farnesiana,C8-2-1053,4.05,22.7,10,5.9,0.78
CUALTOS,Pinus devoniana,C8-2-1054,4.79,24.7,8.1,5.4,0
CUALTOS,Quercus resinosa,C8-2-1055,8.3,32.5,12.4,6.6,0.59
CUALTOS,Pinus devoniana,C8-2-1056,0.2,5,3.4,4.7,0.21
CUALTOS,Diphysa puberulenta,C8-2-1057,1.37,13.2,5.2,3.6,0.76
CUALTOS,Quercus resinosa,C8-2-1058,0.47,7.7,2.9,1.4,0.5
CUALTOS,Pinus devoniana,C8-2-1059,0.3,6.2,1.8,1.3,0.52
CUALTOS,Quercus resinosa,C8-2-106,2.31,17.2,3.5,4.6,0.86
CUALTOS,Pinus devoniana,C8-2-1060,0.75,9.8,3.7,2.3,0.4
CUALTOS,Pinus devoniana,C8-2-1061,0.26,5.7,1.9,1.6,0.35
CUALTOS,Pinus devoniana,C8-2-1062,1.02,11.4,3,3,0.54
CUALTOS,Pinus devoniana,C8-2-1063,2.78,18.8,7.8,4.8,0.65
CUALTOS,Pinus aff. teocote,C8-2-1064,1.84,15.3,6.9,4.3,0.36
CUALTOS,Pinus aff. teocote,C8-2-1065,1.91,15.6,6.3,4.8,0.34
CUALTOS,Pinus aff. teocote,C8-2-1066,2.78,18.8,9.3,4.5,0.36
CUALTOS,Pinus aff. teocote,C8-2-1067,3.4,20.8,9.8,6.3,0.45
CUALTOS,Pinus aff. teocote,C8-2-1068,3.24,20.3,5.2,5,0
CUALTOS,Pinus douglasiana,C8-2-1069,0.21,5.2,3.6,2.2,0.3
CUALTOS,Quercus resinosa,C8-2-107,7.12,30.1,11.1,7.5,0
CUALTOS,Acacia farnesiana,C8-2-1070,4.08,22.8,5.9,4.5,0.36
CUALTOS,Pinus douglasiana,C8-2-1071,0.5,8,3.7,2.2,0.61
CUALTOS,Pinus douglasiana,C8-2-1072,6.92,29.7,4.2,6.8,0.66
CUALTOS,Acacia pennatula,C8-2-1073,1.42,13.5,3.7,3.2,0.6
CUALTOS,Eysenhardtia polystachya,C8-2-1074,0.21,5.2,2.6,3.2,0.52
CUALTOS,Eysenhardtia polystachya,C8-2-1075,1.27,12.7,4.3,3.3,0.24
CUALTOS,Eysenhardtia polystachya,C8-2-1076,0.2,5.1,2.8,3.1,0.61
CUALTOS,Acacia farnesiana,C8-2-1077,0.53,8.2,3,2.1,0.3
CUALTOS,Pinus douglasiana,C8-2-1078,1.7,14.7,8,4.4,0.29
CUALTOS,Pinus aff. teocote,C8-2-1079,1.34,13.1,3,5.1,0.46
CUALTOS,Quercus resinosa,C8-2-108,13.37,41.3,9.3,8.7,0.77
CUALTOS,Eysenhardtia polystachya,C8-2-1080,7.88,31.7,5.6,7.1,0.52
CUALTOS,Eysenhardtia polystachya,C8-2-1081,2.69,18.5,5.6,5.2,0.45
CUALTOS,Pinus douglasiana,C8-2-1082,2.93,19.3,5.4,4.5,0.67
CUALTOS,Pinus douglasiana,C8-2-1083,0.9,10.7,6.7,0.7,0
CUALTOS,Cupressus sempervirens,C8-2-1084,0.72,9.6,6.5,0.7,0.52
CUALTOS,Cupressus sempervirens,C8-2-1085,0.87,10.5,6.4,0.7,0.52
CUALTOS,Cupressus sempervirens,C8-2-1086,0.79,10,6.4,0.6,0
CUALTOS,Cupressus sempervirens,C8-2-1087,0.74,9.7,6.5,0.7,0.52
CUALTOS,Cupressus sempervirens,C8-2-1088,0.88,10.6,6.7,0.7,0
CUALTOS,Cupressus sempervirens,C8-2-1089,0.88,10.6,6.7,0.8,0.63
CUALTOS,Quercus resinosa,C8-2-109,4.87,24.9,6.9,5.7,0.57
CUALTOS,Cupressus sempervirens,C8-2-1090,0.75,9.8,6.5,0.7,0.52
CUALTOS,Cupressus sempervirens,C8-2-1091,0.83,10.3,6.4,0.7,0.52
CUALTOS,Cupressus sempervirens,C8-2-1092,2.9,19.2,5.1,4.2,0.42
CUALTOS,Pinus douglasiana,C8-2-1093,0.83,10.3,3,2.5,0.58
CUALTOS,Pinus douglasiana,C8-2-1094,1.89,15.5,7.9,4.6,0.29
CUALTOS,Pinus aff. teocote,C8-2-1095,2.57,18.1,5,5.2,0.2
CUALTOS,Pinus douglasiana,C8-2-1096,1.23,12.5,4.7,3.5,0.5
CUALTOS,Pinus douglasiana,C8-2-1097,1.74,14.9,3.4,4.7,0.54
CUALTOS,Acacia farnesiana,C8-2-1098,2.6,18.2,8.5,4.5,0.48
CUALTOS,Pinus aff. teocote,C8-2-1099,2.54,18,8.8,4.4,0.29
CUALTOS,Quercus resinosa,C8-2-110,1.63,14.4,6.4,3.2,0.71
CUALTOS,Pinus aff. teocote,C8-2-1100,3.17,20.1,8.8,5.1,0.46
CUALTOS,Pinus aff. teocote,C8-2-1101,11.82,38.8,10.7,9.8,0.47
CUALTOS,Eysenhardtia polystachya,C8-2-1102,5.81,27.2,8.5,6.6,0.17
CUALTOS,Eysenhardtia polystachya,C8-2-1103,13.37,41.3,8.4,8.7,0.45
CUALTOS,Eysenhardtia polystachya,C8-2-1104,1.36,13.2,4.7,3.1,0.67
CUALTOS,Eysenhardtia polystachya,C8-2-1105,0.26,5.8,3.2,4.1,0.37
CUALTOS,Acacia farnesiana,C8-2-1106,22.94,54,9.7,9.7,0.41
CUALTOS,Eysenhardtia polystachya,C8-2-1107,6.03,27.7,6.9,5.8,0.4
CUALTOS,Quercus resinosa,C8-2-1108,12.13,39.3,7.4,9.2,0.4
CUALTOS,Eysenhardtia polystachya,C8-2-1109,1.65,14.5,8.1,0.9,0.46
CUALTOS,Acacia farnesiana,C8-2-111,0.43,7.4,2.4,3.1,0.35
CUALTOS,Cupressus sempervirens,C8-2-1110,2.01,16,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1111,1.81,15.2,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1112,1.77,15,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1113,2.01,16,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1114,1.77,15,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1116,0.95,11,8.1,1.5,0
CUALTOS,Cupressus sempervirens,C8-2-1117,1.23,12.5,8.1,1.5,0
CUALTOS,Cupressus sempervirens,C8-2-1118,0.95,11,8.1,1.5,0
CUALTOS,Cupressus sempervirens,C8-2-1119,0.79,10,8.1,1,0.44
CUALTOS,Acacia farnesiana,C8-2-112,0.45,7.6,3,2.8,0
CUALTOS,Cupressus sempervirens,C8-2-1120,1.33,13,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1121,1.13,12,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1122,1.13,12,8.1,1.3,0.75
CUALTOS,Cupressus sempervirens,C8-2-1123,1.33,13,6.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1124,1.54,14,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1125,1.33,13,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1126,0.95,11,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1127,2.01,16,8.1,1,0.44
CUALTOS,Cupressus sempervirens,C8-2-1128,0.79,10,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1129,1.54,14,8.1,0.8,0.63
CUALTOS,Acacia pennatula,C8-2-113,0.64,9,4.1,2.9,0.44
CUALTOS,Cupressus sempervirens,C8-2-1130,0.79,10,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1131,1.77,15,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1132,1.04,11.5,8.1,1.5,0.85
CUALTOS,Cupressus sempervirens,C8-2-1133,0.64,9,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1134,1.54,14,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1135,0.95,11,9.3,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1136,0.95,11,4.3,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1137,0.95,11,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1138,1.13,12,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1139,1.33,13,8.1,1,0.44
CUALTOS,Acacia pennatula,C8-2-114,2.41,17.5,2.9,5,0.88
CUALTOS,Cupressus sempervirens,C8-2-1140,0.95,11,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1141,1.54,14,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1142,1.43,13.5,8.1,1,0.44
CUALTOS,Cupressus sempervirens,C8-2-1143,1.54,14,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1144,1.13,12,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1145,1.54,14,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1146,0.79,10,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1147,0.79,10,8.1,0.9,0.46
CUALTOS,Cupressus sempervirens,C8-2-1148,0.79,10,8.1,0.8,0.48
CUALTOS,Cupressus sempervirens,C8-2-1149,0.95,11,8.1,0.9,0.6
CUALTOS,Cupressus sempervirens,C8-2-115,2.92,19.3,4,6.4,0.73
CUALTOS,Quercus resinosa,C8-2-115,6.92,29.7,6.9,6.9,0.37
CUALTOS,Cupressus sempervirens,C8-2-1150,1.13,12,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1151,0.95,11,8.1,1.1,0.42
CUALTOS,Cupressus sempervirens,C8-2-1152,1.54,14,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1153,0.64,9,8.1,0.8,0.48
CUALTOS,Cupressus sempervirens,C8-2-1154,1.23,12.5,8.1,0.9,0
CUALTOS,Cupressus sempervirens,C8-2-1155,0.79,10,8.1,0.8,0
CUALTOS,Cupressus sempervirens,C8-2-1156,1.54,14,8.1,1,0.44
CUALTOS,Cupressus sempervirens,C8-2-1157,1.77,15,8.1,1.1,0
CUALTOS,Cupressus sempervirens,C8-2-1158,0.95,11,8.1,1,0
CUALTOS,Cupressus sempervirens,C8-2-1159,1.23,12.5,8.1,1.2,0
CUALTOS,Diphysa puberulenta,C8-2-116,1.27,12.7,4,6.4,0.73
